pbid	count_fl	count_nfl	count_nfl_amb	abundance_fl	abundance_nfl	abundance_nfl_amb
PB.1591.2	15	19	24.5	3.0550022607e-05	3.86966953022e-05	4.98983702581e-05
PB.1591.1	1	8	13.5	2.0366681738e-06	1.62933453904e-05	2.74950203463e-05
PB.3289.4	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.5549.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.2969.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.3925.1	0	3	3	0.0	6.1100045214e-06	6.1100045214e-06
PB.6882.3	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.1362.2	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.1362.1	21	24	26.5	4.27700316498e-05	4.88800361712e-05	5.39717066057e-05
PB.4647.1	0	1	5.35	0.0	2.0366681738e-06	1.08961747298e-05
PB.7823.1	2	2	2	4.0733363476e-06	4.0733363476e-06	4.0733363476e-06
PB.6882.4	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.5238.1	0	0	1.5	0.0	0.0	3.0550022607e-06
PB.609.1	1	3	3	2.0366681738e-06	6.1100045214e-06	6.1100045214e-06
PB.6690.1	2	2	2	4.0733363476e-06	4.0733363476e-06	4.0733363476e-06
PB.448.1	0	1	3.41666666667	0.0	2.0366681738e-06	6.95861626049e-06
PB.7217.1	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.4636.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.4992.1	1	8	8	2.0366681738e-06	1.62933453904e-05	1.62933453904e-05
PB.4534.2	2	2	2	4.0733363476e-06	4.0733363476e-06	4.0733363476e-06
PB.4534.1	24	29	29	4.88800361712e-05	5.90633770402e-05	5.90633770402e-05
PB.2567.1	1	3	3	2.0366681738e-06	6.1100045214e-06	6.1100045214e-06
PB.6038.1	11	14	15.5	2.24033499118e-05	2.85133544332e-05	3.15683566939e-05
PB.6038.2	0	3	4.5	0.0	6.1100045214e-06	9.16500678211e-06
PB.2567.2	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.832.1	3	4	4	6.1100045214e-06	8.1466726952e-06	8.1466726952e-06
PB.6285.2	8	8	10.3666666667	1.62933453904e-05	1.62933453904e-05	2.11134600684e-05
PB.6285.3	1	1	1.86666666667	2.0366681738e-06	2.0366681738e-06	3.8017805911e-06
PB.6285.1	0	0	1.03333333333	0.0	0.0	2.10455711293e-06
PB.6285.4	6	6	7.2	1.22200090428e-05	1.22200090428e-05	1.46640108514e-05
PB.6285.5	0	4	5.86666666667	0.0	8.1466726952e-06	1.19484532863e-05
PB.5689.3	0	0	0.666666666667	0.0	0.0	1.35777878253e-06
PB.3806.1	4	4	6.0	8.1466726952e-06	8.1466726952e-06	1.22200090428e-05
PB.5689.1	4	7	8.66666666667	8.1466726952e-06	1.42566772166e-05	1.76511241729e-05
PB.3806.3	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.268.9	0	0	0.333333333333	0.0	0.0	6.78889391267e-07
PB.4693.4	0	0	0.333333333333	0.0	0.0	6.78889391267e-07
PB.4693.1	16	27	27.8333333333	3.25866907808e-05	5.49900406926e-05	5.66872641708e-05
PB.4693.3	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.7550.1	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.3094.1	0	0	2.15876623377	0.0	0.0	4.39669048299e-06
PB.7550.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.5555.2	3	3	4.15	6.1100045214e-06	6.1100045214e-06	8.45217292127e-06
PB.6573.2	2	3	3	4.0733363476e-06	6.1100045214e-06	6.1100045214e-06
PB.5157.4	0	0	0.75	0.0	0.0	1.52750113035e-06
PB.4294.4	2	2	8.75	4.0733363476e-06	4.0733363476e-06	1.78208465208e-05
PB.3712.1	9	10	11.0	1.83300135642e-05	2.0366681738e-05	2.24033499118e-05
PB.3712.2	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.4740.1	0	0	0.666666666667	0.0	0.0	1.35777878253e-06
PB.4740.2	1	2	2.66666666667	2.0366681738e-06	4.0733363476e-06	5.43111513014e-06
PB.4740.3	0	0	0.666666666667	0.0	0.0	1.35777878253e-06
PB.856.2	1	2	2.5	2.0366681738e-06	4.0733363476e-06	5.0916704345e-06
PB.856.1	1	4	4.5	2.0366681738e-06	8.1466726952e-06	9.16500678211e-06
PB.788.1	4	15	15	8.1466726952e-06	3.0550022607e-05	3.0550022607e-05
PB.2577.1	1	4	4	2.0366681738e-06	8.1466726952e-06	8.1466726952e-06
PB.7551.1	10	17	17	2.0366681738e-05	3.46233589546e-05	3.46233589546e-05
PB.7551.2	0	0	4.16666666667	0.0	0.0	8.48611739084e-06
PB.5171.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.7275.1	2	7	7	4.0733363476e-06	1.42566772166e-05	1.42566772166e-05
PB.6211.1	4	5	5	8.1466726952e-06	1.0183340869e-05	1.0183340869e-05
PB.6101.5	0	0	0.583333333333	0.0	0.0	1.18805643472e-06
PB.3479.3	0	0	0.25	0.0	0.0	5.0916704345e-07
PB.3794.1	2	3	3	4.0733363476e-06	6.1100045214e-06	6.1100045214e-06
PB.674.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.5143.3	0	0	1.83333333333	0.0	0.0	3.73389165197e-06
PB.5143.1	4	7	8.83333333333	8.1466726952e-06	1.42566772166e-05	1.79905688686e-05
PB.3627.1	46	57	62.3333333333	9.36867359949e-05	0.000116090085907	0.000126952316167
PB.2476.2	0	1	1.5	0.0	2.0366681738e-06	3.0550022607e-06
PB.7012.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.3627.2	0	0	2.83333333333	0.0	0.0	5.77055982577e-06
PB.262.3	0	0	0.666666666667	0.0	0.0	1.35777878253e-06
PB.7484.1	2	3	6.0	4.0733363476e-06	6.1100045214e-06	1.22200090428e-05
PB.654.2	2	2	2	4.0733363476e-06	4.0733363476e-06	4.0733363476e-06
PB.1164.1	17	21	21	3.46233589546e-05	4.27700316498e-05	4.27700316498e-05
PB.957.3	0	3	5.0	0.0	6.1100045214e-06	1.0183340869e-05
PB.957.2	0	0	1.5	0.0	0.0	3.0550022607e-06
PB.957.1	14	14	16.5	2.85133544332e-05	2.85133544332e-05	3.36050248677e-05
PB.4768.1	2	2	2	4.0733363476e-06	4.0733363476e-06	4.0733363476e-06
PB.1917.1	3	6	6	6.1100045214e-06	1.22200090428e-05	1.22200090428e-05
PB.2109.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.4683.6	0	0	27.8333333333	0.0	0.0	5.66872641708e-05
PB.5038.1	1	2	2.33333333333	2.0366681738e-06	4.0733363476e-06	4.75222573887e-06
PB.5038.2	0	0	0.833333333333	0.0	0.0	1.69722347817e-06
PB.5038.4	0	0	0.833333333333	0.0	0.0	1.69722347817e-06
PB.6305.1	9	17	17	1.83300135642e-05	3.46233589546e-05	3.46233589546e-05
PB.5385.2	17	18	21.3333333333	3.46233589546e-05	3.66600271284e-05	4.34489210411e-05
PB.2365.1	0	0	1.36666666667	0.0	0.0	2.78344650419e-06
PB.2261.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.136.1	0	2	2	0.0	4.0733363476e-06	4.0733363476e-06
PB.341.1	1	3	3	2.0366681738e-06	6.1100045214e-06	6.1100045214e-06
PB.4455.1	2	4	4	4.0733363476e-06	8.1466726952e-06	8.1466726952e-06
PB.6104.1	4	5	5	8.1466726952e-06	1.0183340869e-05	1.0183340869e-05
PB.5385.1	1	4	6.5	2.0366681738e-06	8.1466726952e-06	1.32383431297e-05
PB.2992.1	5	6	7.0	1.0183340869e-05	1.22200090428e-05	1.42566772166e-05
PB.6392.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.2992.2	0	1	2.0	0.0	2.0366681738e-06	4.0733363476e-06
PB.2883.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.2551.1	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.1144.1	1	4	4	2.0366681738e-06	8.1466726952e-06	8.1466726952e-06
PB.3637.1	2	4	4	4.0733363476e-06	8.1466726952e-06	8.1466726952e-06
PB.373.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.373.1	2	2	2.5	4.0733363476e-06	4.0733363476e-06	5.0916704345e-06
PB.6563.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.4178.2	3	4	6.0	6.1100045214e-06	8.1466726952e-06	1.22200090428e-05
PB.4178.1	23	34	37.0	4.68433679974e-05	6.92467179092e-05	7.53567224306e-05
PB.4023.2	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.4023.1	6	9	10.0	1.22200090428e-05	1.83300135642e-05	2.0366681738e-05
PB.6801.1	0	13	13	0.0	2.64766862594e-05	2.64766862594e-05
PB.1200.1	0	8	8	0.0	1.62933453904e-05	1.62933453904e-05
PB.6432.4	0	0	1.25	0.0	0.0	2.54583521725e-06
PB.6432.2	1	1	2.25	2.0366681738e-06	2.0366681738e-06	4.58250339105e-06
PB.6432.3	1	1	1.75	2.0366681738e-06	2.0366681738e-06	3.56416930415e-06
PB.6432.1	4	6	7.75	8.1466726952e-06	1.22200090428e-05	1.5784178347e-05
PB.569.1	10	22	22	2.0366681738e-05	4.48066998236e-05	4.48066998236e-05
PB.1907.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.4158.1	4	7	7	8.1466726952e-06	1.42566772166e-05	1.42566772166e-05
PB.5794.5	0	0	2.73095238095	0.0	0.0	5.56204379845e-06
PB.6710.1	0	0	5.40476190476	0.0	0.0	1.10077065584e-05
PB.836.7	1	2	4.07301587302	2.0366681738e-06	4.0733363476e-06	8.29538179996e-06
PB.6793.1	4	30	36.5	8.1466726952e-06	6.1100045214e-05	7.43383883437e-05
PB.6801.2	1	5	5	2.0366681738e-06	1.0183340869e-05	1.0183340869e-05
PB.428.1	21	33	36.5	4.27700316498e-05	6.72100497354e-05	7.43383883437e-05
PB.428.2	0	0	3.5	0.0	0.0	7.1283386083e-06
PB.2559.1	24	27	32.0	4.88800361712e-05	5.49900406926e-05	6.51733815616e-05
PB.279.2	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.7725.1	2	8	8	4.0733363476e-06	1.62933453904e-05	1.62933453904e-05
PB.971.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.2379.1	4	9	9	8.1466726952e-06	1.83300135642e-05	1.83300135642e-05
PB.6408.4	0	5	14.0833333333	0.0	1.0183340869e-05	2.8683076781e-05
PB.6408.1	10	101	116.083333333	2.0366681738e-05	0.000205703485554	0.000236423230509
PB.6408.3	3	4	18.0833333333	6.1100045214e-06	8.1466726952e-06	3.68297494762e-05
PB.6408.2	0	0	1.75	0.0	0.0	3.56416930415e-06
PB.3228.2	0	10	11.0	0.0	2.0366681738e-05	2.24033499118e-05
PB.5159.1	0	0	13.9666666667	0.0	0.0	2.84454654941e-05
PB.7026.1	14	28	28	2.85133544332e-05	5.70267088664e-05	5.70267088664e-05
PB.1519.3	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.7488.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.1519.1	3	4	5.0	6.1100045214e-06	8.1466726952e-06	1.0183340869e-05
PB.3683.1	0	2	2	0.0	4.0733363476e-06	4.0733363476e-06
PB.1519.4	0	2	2	0.0	4.0733363476e-06	4.0733363476e-06
PB.1372.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.6892.2	2	2	4.0	4.0733363476e-06	4.0733363476e-06	8.1466726952e-06
PB.6892.3	10	10	14.3333333333	2.0366681738e-05	2.0366681738e-05	2.91922438245e-05
PB.6078.14	2	2	4.15952380952	4.0733363476e-06	4.0733363476e-06	8.47156976103e-06
PB.6243.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.4186.4	0	0	0.366666666667	0.0	0.0	7.46778330394e-07
PB.3285.2	4	19	19	8.1466726952e-06	3.86966953022e-05	3.86966953022e-05
PB.4878.2	4	6	6.33333333333	8.1466726952e-06	1.22200090428e-05	1.28988984341e-05
PB.4186.1	1	1	1.56666666667	2.0366681738e-06	2.0366681738e-06	3.19078013896e-06
PB.4186.2	2	2	2.56666666667	4.0733363476e-06	4.0733363476e-06	5.22744831276e-06
PB.4186.3	0	0	0.566666666667	0.0	0.0	1.15411196515e-06
PB.4225.1	0	1	2.16666666667	0.0	2.0366681738e-06	4.41278104324e-06
PB.3252.5	7	8	9.9	1.42566772166e-05	1.62933453904e-05	2.01630149206e-05
PB.979.2	71	71	79.6333333333	0.00014460344034	0.00014460344034	0.000162186675574
PB.979.1	0	0	6.55	0.0	0.0	1.33401765384e-05
PB.3252.6	9	13	14.3666666667	1.83300135642e-05	2.64766862594e-05	2.92601327636e-05
PB.3252.1	9	13	15.4	1.83300135642e-05	2.64766862594e-05	3.13646898765e-05
PB.7795.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.3252.3	2	3	4.56666666667	4.0733363476e-06	6.1100045214e-06	9.30078466036e-06
PB.3252.2	16	23	25.4	3.25866907808e-05	4.68433679974e-05	5.17313716145e-05
PB.3611.2	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.737.2	19	20	23.0	3.86966953022e-05	4.0733363476e-05	4.68433679974e-05
PB.4162.4	5	5	6.0	1.0183340869e-05	1.0183340869e-05	1.22200090428e-05
PB.4162.5	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.4162.2	0	0	0.25	0.0	0.0	5.0916704345e-07
PB.4162.3	0	0	0.916666666667	0.0	0.0	1.86694582598e-06
PB.4162.1	6	8	10.1666666667	1.22200090428e-05	1.62933453904e-05	2.07061264336e-05
PB.5916.12	18	18	21.0678571429	3.66600271284e-05	3.66600271284e-05	4.2908234133e-05
PB.2316.1	0	1	2.83333333333	0.0	2.0366681738e-06	5.77055982577e-06
PB.5916.10	4	4	7.62261904762	8.1466726952e-06	8.1466726952e-06	1.55247456153e-05
PB.5916.11	33	33	37.4511904762	6.72100497354e-05	6.72100497354e-05	7.62756477138e-05
PB.5916.14	0	0	6.59761904762	0.0	0.0	1.34371607371e-05
PB.5916.15	0	2	2	0.0	4.0733363476e-06	4.0733363476e-06
PB.2210.1	6	26	29.75	1.22200090428e-05	5.29533725188e-05	6.05908781706e-05
PB.2210.2	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.2210.3	1	1	2.0	2.0366681738e-06	2.0366681738e-06	4.0733363476e-06
PB.2210.4	0	6	8.5	0.0	1.22200090428e-05	1.73116794773e-05
PB.4263.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.4943.1	4	6	6	8.1466726952e-06	1.22200090428e-05	1.22200090428e-05
PB.2300.2	0	10	31.0	0.0	2.0366681738e-05	6.31367133878e-05
PB.1386.1	2	3	3	4.0733363476e-06	6.1100045214e-06	6.1100045214e-06
PB.4474.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.1921.2	1	1	2.0	2.0366681738e-06	2.0366681738e-06	4.0733363476e-06
PB.1921.1	0	1	2.0	0.0	2.0366681738e-06	4.0733363476e-06
PB.2612.6	0	0	0.741666666667	0.0	0.0	1.51052889557e-06
PB.3619.8	0	2	2.49404761905	0.0	4.0733363476e-06	5.07954740966e-06
PB.3619.9	12	14	17.919047619	2.44400180856e-05	2.85133544332e-05	3.64951539905e-05
PB.1814.1	0	4	4.33333333333	0.0	8.1466726952e-06	8.82556208647e-06
PB.3619.2	3	7	10.8678571429	6.1100045214e-06	1.42566772166e-05	2.21342187603e-05
PB.3619.3	1	1	1.85119047619	2.0366681738e-06	2.0366681738e-06	3.7702607265e-06
PB.3619.1	6	9	12.5	1.22200090428e-05	1.83300135642e-05	2.54583521725e-05
PB.3619.6	1	2	3.13452380952	2.0366681738e-06	4.0733363476e-06	6.38398488288e-06
PB.5026.1	20	30	30	4.0733363476e-05	6.1100045214e-05	6.1100045214e-05
PB.3619.4	1	1	1.2	2.0366681738e-06	2.0366681738e-06	2.44400180856e-06
PB.3619.5	0	0	1.73452380952	0.0	0.0	3.53264943956e-06
PB.2579.1	7	15	15.5	1.42566772166e-05	3.0550022607e-05	3.15683566939e-05
PB.2579.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.4661.2	2	2	4.0	4.0733363476e-06	4.0733363476e-06	8.1466726952e-06
PB.4661.1	5	9	11.0	1.0183340869e-05	1.83300135642e-05	2.24033499118e-05
PB.2114.3	0	1	1.5	0.0	2.0366681738e-06	3.0550022607e-06
PB.1039.2	0	3	6.5	0.0	6.1100045214e-06	1.32383431297e-05
PB.1039.3	0	0	1.06666666667	0.0	0.0	2.17244605205e-06
PB.1039.4	22	29	33.15	4.48066998236e-05	5.90633770402e-05	6.75155499615e-05
PB.1039.5	0	0	0.983333333333	0.0	0.0	2.00272370424e-06
PB.1039.6	3	3	4.65	6.1100045214e-06	6.1100045214e-06	9.47050700818e-06
PB.2114.2	1	1	2.5	2.0366681738e-06	2.0366681738e-06	5.0916704345e-06
PB.287.3	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.287.1	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.2114.1	1	2	3.0	2.0366681738e-06	4.0733363476e-06	6.1100045214e-06
PB.7582.1	25	40	41.0	5.0916704345e-05	8.1466726952e-05	8.35033951258e-05
PB.7582.3	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.7582.2	0	1	2.0	0.0	2.0366681738e-06	4.0733363476e-06
PB.2612.4	15	30	35.2416666667	3.0550022607e-05	6.1100045214e-05	7.17755808917e-05
PB.7592.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.6226.1	0	2	2	0.0	4.0733363476e-06	4.0733363476e-06
PB.6842.1	3	4	4	6.1100045214e-06	8.1466726952e-06	8.1466726952e-06
PB.6140.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.2730.1	16	44	46.0	3.25866907808e-05	8.96133996472e-05	9.36867359949e-05
PB.6333.1	2	2	2.83333333333	4.0733363476e-06	4.0733363476e-06	5.77055982577e-06
PB.297.1	2	3	3	4.0733363476e-06	6.1100045214e-06	6.1100045214e-06
PB.959.1	0	4	4.5	0.0	8.1466726952e-06	9.16500678211e-06
PB.4766.1	2	2	3.0	4.0733363476e-06	4.0733363476e-06	6.1100045214e-06
PB.1025.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.6903.2	5	7	7.5	1.0183340869e-05	1.42566772166e-05	1.52750113035e-05
PB.1223.1	0	4	4	0.0	8.1466726952e-06	8.1466726952e-06
PB.7208.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.4568.1	4	6	6	8.1466726952e-06	1.22200090428e-05	1.22200090428e-05
PB.5920.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.6804.3	0	2	4.83333333333	0.0	4.0733363476e-06	9.84389617337e-06
PB.722.3	2	2	2.66666666667	4.0733363476e-06	4.0733363476e-06	5.43111513014e-06
PB.3082.1	10	16	16	2.0366681738e-05	3.25866907808e-05	3.25866907808e-05
PB.722.2	0	0	0.666666666667	0.0	0.0	1.35777878253e-06
PB.3718.3	0	0	0.333333333333	0.0	0.0	6.78889391267e-07
PB.4788.1	15	19	19	3.0550022607e-05	3.86966953022e-05	3.86966953022e-05
PB.7717.1	0	17	17	0.0	3.46233589546e-05	3.46233589546e-05
PB.5980.6	0	0	2.68333333333	0.0	0.0	5.4650595997e-06
PB.6051.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.5004.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.5266.3	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.2612.3	0	0	2.60833333333	0.0	0.0	5.31230948666e-06
PB.3639.1	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.2975.9	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.2658.1	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.4219.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.2238.1	1	3	3	2.0366681738e-06	6.1100045214e-06	6.1100045214e-06
PB.6037.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.515.1	3	6	6	6.1100045214e-06	1.22200090428e-05	1.22200090428e-05
PB.5082.3	0	0	2.41666666667	0.0	0.0	4.92194808669e-06
PB.5082.1	11	22	24.4166666667	2.24033499118e-05	4.48066998236e-05	4.97286479103e-05
PB.6037.1	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.5082.4	0	0	0.75	0.0	0.0	1.52750113035e-06
PB.3490.1	2	4	4	4.0733363476e-06	8.1466726952e-06	8.1466726952e-06
PB.4876.1	0	1	1.5	0.0	2.0366681738e-06	3.0550022607e-06
PB.4876.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.5584.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.1632.4	0	0	7.26666666667	0.0	0.0	1.47997887296e-05
PB.6882.2	0	0	0.25	0.0	0.0	5.0916704345e-07
PB.4279.4	2	2	3.5	4.0733363476e-06	4.0733363476e-06	7.1283386083e-06
PB.4625.4	0	0	0.166666666667	0.0	0.0	3.39444695634e-07
PB.4279.1	12	18	24.8333333333	2.44400180856e-05	3.66600271284e-05	5.05772596494e-05
PB.6882.1	9	9	10.0	1.83300135642e-05	1.83300135642e-05	2.0366681738e-05
PB.4279.3	0	0	1.33333333333	0.0	0.0	2.71555756507e-06
PB.4279.2	3	3	8.33333333333	6.1100045214e-06	6.1100045214e-06	1.69722347817e-05
PB.4169.1	0	2	2.5	0.0	4.0733363476e-06	5.0916704345e-06
PB.3141.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.6082.2	0	0	1.83333333333	0.0	0.0	3.73389165197e-06
PB.3470.1	7	9	9	1.42566772166e-05	1.83300135642e-05	1.83300135642e-05
PB.2296.2	0	1	3.2	0.0	2.0366681738e-06	6.51733815616e-06
PB.4346.1	39	66	69.3333333333	7.94300587782e-05	0.000134420099471	0.000141208993384
PB.2296.1	11	12	15.2	2.24033499118e-05	2.44400180856e-05	3.09573562418e-05
PB.323.5	0	2	3.0	0.0	4.0733363476e-06	6.1100045214e-06
PB.6122.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.7002.2	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.943.4	0	3	3	0.0	6.1100045214e-06	6.1100045214e-06
PB.3162.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.1702.1	5	13	13	1.0183340869e-05	2.64766862594e-05	2.64766862594e-05
PB.3716.1	0	1	1	0.0	2.0366681738e-06	2.0366681738e-06
PB.2022.1	1	1	1	2.0366681738e-06	2.0366681738e-06	2.0366681738e-06
PB.2750.2	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.7447.1	2	2	3.0	4.0733363476e-06	4.0733363476e-06	6.1100045214e-06
PB.2408.1	1	4	4	2.0366681738e-06	8.1466726952e-06	8.1466726952e-06
PB.3149.2	1	1	2.0	2.0366681738e-06	2.0366681738e-06	4.0733363476e-06
PB.3149.3	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.3149.1	0	1	2.0	0.0	2.0366681738e-06	4.0733363476e-06
